SchoolYear,ESD,CountyNumber,county,CountyDistrictNumber,district,GradeTested,ReadingTotalTestedNotTested,ReadingTotalMSP_HSPETested,ReadingMetStandardIncludingPrevPass,ReadingPercentMetStandardIncludingPrevPass,ReadingMetStandardWithoutPrevPass,ReadingPercentMetStandardWithoutPrevPass,ReadingPercentMetStandardExcludingNoScore,ReadingLevel1,ReadingPercentLevel1,ReadingLevel2,ReadingPercentLevel2,ReadingLevelBasic,ReadingPercentLevelBasic,ReadingLevel3,ReadingPercentLevel3,ReadingLevel4,ReadingPercentLevel4,ReadingNoScore,ReadingPercentNoScore,ReadingNotMet,ReadingPercentNotMet,ReadingExcusedAbsence,ReadingExempted,ReadingWAASPORT,ReadingWAASDAPE,MathTotalTestedNotTested,MathTotalMSP_HSPETested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,WritingTotalTestedNotTested,WritingTotalMSP_HSPETested,WritingMetStandardIncludingPrevPass,WritingPercentMetStandardIncludingPrevPass,WritingMetStandardWithoutPrevPass,WritingPercentMetStandardWithoutPrevPass,WritingPercentMetStandardExcludingNoScore,WritingLevel1,WritingPercentLevel1,WritingLevel2,WritingPercentLevel2,WritingLevelBasic,WritingPercentLevelBasic,WritingLevel3,WritingPercentLevel3,WritingLevel4,WritingPercentLevel4,WritingNoScore,WritingPercentNoScore,WritingNotMet,WritingPercentNotMet,WritingExcusedAbsence,WritingExempted,WritingWAASPORT,WritingWAASDAPE,ScienceTotalTestedNotTested,ScienceTotalMSP_HSPETested,ScienceMetStandardIncludingPrevPass,SciencePercentMetStandardIncludingPrevPass,ScienceMetStandardWithoutPrevPass,SciencePercentMetStandardWithoutPrevPass,SciencePercentMetStandardExcludingNoScore,ScienceLevel1,SciencePercentLevel1,ScienceLevel2,SciencePercentLevel2,ScienceLevelBasic,SciencePercentLevelBasic,ScienceLevel3,SciencePercentLevel3,ScienceLevel4,SciencePercentLevel4,ScienceNoScore,SciencePercentNoScore,ScienceNotMet,SciencePercentNotMet,ScienceExcusedAbsence,ScienceExempted,ScienceWAASPORT,ScienceWAASDAPE,ReadingLevelIndex,MathLevelIndex
2013-14,North Central Educational Service District 171,13,Grant,13165,Ephrata School District,6,167,166,135,80.79,135,80.79,81.3,8,4.7,23,13.69,5,2.89,71,42.5,59,35.29,1,0.5,32,19.1,1,2,2,,168,167,112,66.59,112,66.59,67.1,21,12.5,34,20.19,2,1.1,74,44,36,21.39,1,0.5,56,33.29,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.7
2013-14,North Central Educational Service District 171,13,Grant,13165,Ephrata School District,7,179,179,125,69.79,125,69.79,69.8,20,11.09,34,18.89,4,2.2,49,27.3,72,40.2,0,0,54,30.1,0,1,1,,179,179,115,64.2,115,64.2,64.2,29,16.19,35,19.5,4,2.2,75,41.79,36,20.1,0,0,64,35.7,0,1,1,,179,175,112,62.5,112,62.5,64,20,11.09,43,24,2,1.1,75,41.79,35,19.5,4,2.2,67,37.39,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.61
2013-14,North Central Educational Service District 171,13,Grant,13165,Ephrata School District,8,172,172,121,70.29,121,70.29,70.3,20,11.59,31,18,4,2.29,22,12.69,95,55.2,0,0,51,29.6,1,2,,,173,173,95,54.89,95,54.89,54.9,43,24.8,35,20.19,1,0.5,40,23.1,54,31.19,0,0,78,45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,173,111,64.09,111,64.09,64.2,16,9.19,46,26.5,1,0.5,76,43.89,34,19.6,0,0,62,35.79,1,1,,NA,3.06,2.59
2013-14,North Central Educational Service District 171,13,Grant,13165,Ephrata School District,10,187,183,153,81.3,152,81.2,83.1,14,7.4,17,9,3,1.6,62,33.1,87,46.5,4,2.1,35,18.69,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,182,179,161,87.9,160,87.9,89.4,5,2.7,14,7.59,8,4.29,68,37.29,84,46.1,3,1.6,22,12,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,
2013-14,Educational Service District 113,,,21036,Evaline School District,3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,,,21036,Evaline School District,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 113,,,21036,Evaline School District,5,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 113,,,21036,Evaline School District,6,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,3,1453,1452,1139,78.29,1139,78.29,78.4,136,9.3,177,12.09,2,0.1,374,25.69,763,52.5,1,0,314,21.6,0,10,20,,1449,1448,1031,71.09,1031,71.09,71.2,170,11.69,247,17,2,0.1,524,36.1,505,34.79,1,0,418,28.8,2,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,2.93
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,4,1521,1518,1182,77.7,1182,77.7,77.9,54,3.5,282,18.5,12,0.7,544,35.7,626,41.1,3,0.1,339,22.19,1,11,25,,1521,1518,1023,67.2,1023,67.2,67.4,284,18.6,211,13.8,2,0.1,475,31.19,546,35.79,3,0.1,498,32.7,1,11,25,,1515,1481,1071,70.59,1071,70.59,72.3,143,9.4,267,17.6,10,0.6,544,35.89,517,34.1,34,2.2,444,29.3,3,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,2.83
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,5,1376,1372,1122,81.5,1122,81.5,81.8,66,4.7,184,13.3,7,0.5,389,28.19,726,52.7,4,0.2,254,18.39,0,10,29,,1379,1376,1006,72.9,1006,72.9,73.1,169,12.19,201,14.5,2,0.1,477,34.5,527,38.2,3,0.2,373,27,0,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1376,1373,1022,74.2,1022,74.2,74.4,122,8.8,229,16.6,3,0.2,442,32.1,577,41.89,3,0.2,354,25.69,1,9,29,NA,3.27,2.97
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,6,1315,1315,1060,80.59,1060,80.59,80.6,75,5.7,180,13.59,5,0.3,518,39.29,537,40.79,0,0,255,19.3,0,15,14,,1315,1315,895,68,895,68,68.1,211,16,209,15.8,0,0,405,30.69,490,37.2,0,0,420,31.89,0,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,2.88
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,7,1411,1408,1045,74,1045,74,74.2,111,7.79,252,17.8,1,0,338,23.89,706,50,3,0.2,366,25.89,2,14,21,,1413,1408,891,63,891,63,63.3,257,18.1,260,18.39,0,0,427,30.19,464,32.79,5,0.3,522,36.89,1,13,21,,1408,1389,1159,82.29,1159,82.29,83.4,54,3.79,176,12.5,2,0.1,440,31.19,717,50.89,19,1.3,249,17.6,4,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,2.77
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,8,1390,1387,1093,78.59,1093,78.59,78.8,95,6.79,199,14.3,5,0.3,270,19.39,818,58.79,3,0.2,297,21.3,2,17,14,,1390,1386,897,64.5,897,64.5,64.7,281,20.19,208,14.9,3,0.2,383,27.5,511,36.7,4,0.2,493,35.39,3,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1390,1386,1061,76.29,1061,76.29,76.6,105,7.5,220,15.8,6,0.4,659,47.39,396,28.39,4,0.2,329,23.6,3,15,15,NA,3.29,2.79
2013-14,Northwest Educational Service District 189,31,Snohomish,31002,Everett School District,10,1343,1324,1184,87.8,1179,87.7,89,59,4.29,86,6.4,11,0.8,259,19.19,909,67.59,19,1.39,164,12.19,22,40,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1311,1211,89.3,1205,89.2,91.9,31,2.2,75,5.5,17,1.19,414,30.6,774,57.29,39,2.79,145,10.69,14,41,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,
2013-14,Educational Service District 112,6,Clark,6114,Evergreen School District (Clark),3,1920,1911,1397,72.7,1397,72.7,73.1,264,13.69,250,13,12,0.6,595,30.89,790,41.1,9,0.4,523,27.19,0,15,12,,1918,1909,1110,57.79,1110,57.79,58.1,377,19.6,422,22,6,0.3,667,34.7,437,22.69,9,0.4,808,42.1,2,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,2.58
2013-14,Educational Service District 112,6,Clark,6114,Evergreen School District (Clark),4,1853,1847,1263,68.09,1263,68.09,68.4,100,5.29,484,26.1,19,1,684,36.89,560,30.19,6,0.3,590,31.8,2,14,30,,1851,1843,1152,62.2,1152,62.2,62.5,424,22.89,267,14.4,4,0.2,529,28.5,619,33.39,8,0.4,699,37.7,4,14,30,,1845,1806,1222,66.2,1222,66.2,67.7,192,10.4,392,21.19,10,0.5,735,39.79,477,25.8,39,2.1,623,33.7,6,18,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.71
2013-14,Educational Service District 112,6,Clark,6114,Evergreen School District (Clark),5,1897,1890,1338,70.5,1338,70.5,70.8,150,7.9,402,21.1,15,0.7,571,30.1,752,39.6,7,0.3,559,29.39,1,14,20,,1898,1889,1210,63.7,1210,63.7,64.1,316,16.6,363,19.1,7,0.3,716,37.7,487,25.6,9,0.4,688,36.2,1,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1897,1890,1265,66.59,1265,66.59,66.9,238,12.5,387,20.39,15,0.7,615,32.39,635,33.39,7,0.3,632,33.29,1,14,20,NA,2.99,2.7
2013-14,Educational Service District 112,6,Clark,6114,Evergreen School District (Clark),6,1942,1938,1398,71.9,1398,71.9,72.1,179,9.19,361,18.5,21,1,889,45.7,488,25.1,4,0.2,544,28,1,17,22,,1942,1934,1099,56.5,1099,56.5,56.8,422,21.69,413,21.19,7,0.3,651,33.5,441,22.69,8,0.4,843,43.39,1,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,2.55
2013-14,Educational Service District 112,6,Clark,6114,Evergreen School District (Clark),7,1951,1944,1310,67.09,1310,67.09,67.4,200,10.19,434,22.19,25,1.19,644,33,641,32.79,7,0.3,641,32.79,3,29,17,,1954,1945,1105,56.5,1105,56.5,56.8,427,21.8,413,21.1,11,0.5,619,31.6,475,24.3,9,0.4,849,43.39,2,27,17,,1954,1918,1356,69.29,1356,69.29,70.7,206,10.5,356,18.19,18,0.9,877,44.79,461,23.5,36,1.8,598,30.6,1,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.56
2013-14,Educational Service District 112,6,Clark,6114,Evergreen School District (Clark),8,1963,1952,1353,68.9,1353,68.9,69.3,228,11.59,371,18.8,14,0.7,511,26,828,42.1,11,0.5,610,31,9,20,16,,1964,1955,1030,52.39,1030,52.39,52.7,525,26.69,400,20.3,6,0.3,487,24.69,537,27.3,9,0.4,934,47.5,9,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,1958,1395,70.9,1395,70.9,71.2,206,10.4,357,18.1,20,1,951,48.29,424,21.5,9,0.4,572,29,6,19,16,NA,2.96,2.51
2013-14,Educational Service District 112,6,Clark,6114,Evergreen School District (Clark),10,1992,1951,1660,83.1,1656,83.09,84.9,103,5.09,192,9.59,38,1.89,550,27.6,1068,53.6,41,2,336,16.8,66,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,1930,1734,87.3,1731,87.29,89.7,59,2.89,140,7,43,2.1,904,45.6,784,39.5,52,2.6,251,12.59,75,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,
2013-14,Educational Service District 101,33,Stevens,33205,Evergreen School District (Stevens),3,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,33,Stevens,33205,Evergreen School District (Stevens),4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Educational Service District 101,33,Stevens,33205,Evergreen School District (Stevens),5,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2013-14,Educational Service District 101,33,Stevens,33205,Evergreen School District (Stevens),6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,3,1580,1580,1000,63.2,1000,63.2,63.3,254,16,326,20.6,0,0,496,31.3,504,31.8,0,0,580,36.7,5,23,15,,1587,1587,771,48.5,771,48.5,48.6,421,26.5,395,24.8,0,0,522,32.79,249,15.59,0,0,816,51.39,4,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,2.37
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,4,1636,1636,1006,61.39,1006,61.39,61.5,101,6.09,529,32.29,0,0,657,40.1,349,21.3,0,0,630,38.5,4,27,26,,1635,1635,744,45.5,744,45.5,45.5,603,36.79,288,17.6,0,0,461,28.1,283,17.3,0,0,891,54.39,5,27,26,,1630,1584,815,50,815,50,51.5,269,16.5,500,30.6,0,0,610,37.39,205,12.5,46,2.79,815,50,9,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,2.25
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,5,1623,1623,1091,67.2,1091,67.2,67.2,133,8.09,399,24.5,0,0,511,31.39,580,35.7,0,0,532,32.7,1,23,12,,1626,1626,942,57.89,942,57.89,57.9,356,21.8,328,20.1,0,0,632,38.79,310,19,0,0,684,42,1,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1624,892,54.79,892,54.79,54.9,316,19.39,416,25.6,0,0,553,34,339,20.8,1,0,733,45.1,2,20,12,NA,2.94,2.54
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,6,1507,1506,1030,68.29,1030,68.29,68.4,153,10.09,323,21.39,9,0.5,645,42.79,376,24.89,1,0,477,31.6,7,22,15,,1507,1505,793,52.6,793,52.6,52.7,376,24.89,336,22.19,0,0,533,35.29,260,17.19,2,0.1,714,47.29,6,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.44
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,7,1578,1578,983,62.2,983,62.2,62.3,197,12.4,398,25.19,11,0.6,437,27.6,535,33.89,0,0,595,37.7,9,36,12,,1577,1575,729,46.2,729,46.2,46.3,481,30.5,365,23.1,2,0.1,454,28.69,273,17.3,2,0.1,848,53.7,12,34,12,,1578,1550,1041,65.9,1041,65.9,67.2,198,12.5,311,19.69,3,0.1,730,46.2,308,19.5,28,1.7,537,34,10,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.32
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,8,1594,1594,1109,69.5,1109,69.5,69.6,184,11.5,301,18.8,5,0.3,397,24.89,707,44.29,0,0,485,30.39,15,29,8,,1599,1599,775,48.39,775,48.39,48.5,450,28.1,374,23.3,0,0,452,28.19,323,20.19,0,0,824,51.5,13,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,1596,976,61.1,976,61.1,61.2,224,14,396,24.8,5,0.3,744,46.6,227,14.19,0,0,620,38.79,11,31,8,NA,3.01,2.4
2013-14,Puget Sound Educational Service District 121,17,King,17210,Federal Way School District,10,1631,1630,1324,80.9,1319,80.79,80.9,113,6.9,198,12.09,13,0.7,445,27.19,861,52.7,1,0,312,19.1,66,41,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1652,1594,1354,81.6,1348,81.5,84.6,70,4.2,176,10.59,10,0.6,683,41.29,655,39.6,58,3.5,304,18.39,45,41,16,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,
2013-14,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,3,218,218,152,69.7,152,69.7,69.7,32,14.59,34,15.5,2,0.9,59,27,91,41.7,0,0,66,30.19,0,1,3,,218,218,132,60.5,132,60.5,60.6,51,23.3,35,16,3,1.3,76,34.79,53,24.3,0,0,86,39.39,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.57
2013-14,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,4,230,227,152,66,152,66,67,18,7.79,57,24.69,9,3.89,88,38.2,55,23.89,3,1.3,78,33.89,0,1,7,,229,225,120,52.39,120,52.39,53.3,56,24.39,49,21.3,3,1.3,74,32.29,43,18.69,4,1.7,109,47.5,1,1,7,,231,220,116,50.2,116,50.2,52.7,43,18.6,61,26.39,1,0.4,76,32.89,39,16.8,11,4.7,115,49.7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.39
2013-14,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,5,227,227,143,62.89,143,62.89,63,28,12.3,56,24.6,5,2.2,57,25.1,81,35.6,0,0,84,37,0,2,2,,227,227,117,51.5,117,51.5,51.5,59,25.89,51,22.39,0,0,70,30.8,47,20.69,0,0,110,48.39,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,355,355,236,66.4,236,66.4,66.5,45,12.59,74,20.8,6,1.6,145,40.79,85,23.89,0,0,119,33.5,0,2,2,NA,2.79,2.46
2013-14,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,6,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,389,268,65.59,268,65.59,68.9,45,11,76,18.6,0,0,182,44.6,86,21,19,4.59,140,34.29,0,7,9,NA,,
2013-14,Northwest Educational Service District 189,37,Whatcom,37502,Ferndale School District,10,408,383,340,82.3,335,82.09,87.5,23,5.59,25,6.09,8,1.89,77,18.8,250,61.2,25,6.09,73,17.8,2,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,409,382,341,82.3,336,82.09,88,10,2.39,36,8.8,9,2.2,173,42.2,154,37.6,27,6.59,73,17.8,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27417,Fife School District,3,251,251,159,63.29,159,63.29,63.3,38,15.09,54,21.5,2,0.7,75,29.8,82,32.6,0,0,92,36.6,0,4,3,,251,251,138,54.89,138,54.89,55,54,21.5,59,23.5,3,1.1,91,36.2,44,17.5,0,0,113,45,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,2.47
2013-14,Puget Sound Educational Service District 121,27,Pierce,27417,Fife School District,4,270,268,167,61.79,167,61.79,62.3,11,4,90,33.29,4,1.39,110,40.7,53,19.6,2,0.7,103,38.1,0,5,3,,271,269,120,44.2,120,44.2,44.6,84,30.89,65,23.89,0,0,77,28.39,43,15.8,2,0.7,151,55.7,1,3,3,,273,263,156,57.1,156,57.1,59.3,35,12.8,72,26.3,0,0,108,39.5,48,17.5,10,3.6,117,42.79,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.27
2013-14,Puget Sound Educational Service District 121,27,Pierce,27417,Fife School District,5,282,281,201,71.2,201,71.2,71.5,19,6.7,61,21.6,3,1,90,31.89,108,38.2,1,0.3,81,28.69,0,2,3,,282,281,185,65.59,185,65.59,65.8,46,16.3,50,17.69,2,0.7,113,40,70,24.8,1,0.3,97,34.29,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,282,281,186,65.9,186,65.9,66.2,27,9.5,68,24.1,4,1.39,107,37.89,75,26.5,1,0.3,96,34,0,2,3,NA,2.98,2.71
2013-14,Puget Sound Educational Service District 121,27,Pierce,27417,Fife School District,8,309,300,225,72.79,225,72.79,75,29,9.3,46,14.8,0,0,69,22.3,156,50.39,9,2.89,84,27.1,0,1,5,,309,300,151,48.79,151,48.79,50.3,78,25.19,71,22.89,0,0,115,37.2,36,11.59,9,2.89,158,51.1,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,309,300,197,63.7,197,63.7,65.7,27,8.69,76,24.5,4,1.19,154,49.79,39,12.59,9,2.89,112,36.2,0,1,5,NA,3.07,2.29
2013-14,Puget Sound Educational Service District 121,27,Pierce,27417,Fife School District,10,271,259,214,78.9,214,78.9,82.6,21,7.7,24,8.8,0,0,63,23.19,151,55.7,12,4.4,57,21,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,270,260,231,85.5,231,85.5,88.8,6,2.2,23,8.5,0,0,89,32.89,142,52.5,10,3.7,39,14.4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,
2013-14,Educational Service District 123,3,Benton,3053,Finley School District,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,54,30,53.5,30,53.5,55.6,10,17.8,14,25,1,1.7,12,21.39,17,30.3,2,3.5,26,46.39,3,2,,NA,,
2013-14,Educational Service District 123,3,Benton,3053,Finley School District,6,71,70,33,46.39,33,46.39,47.1,13,18.3,24,33.79,1,1.39,24,33.79,8,11.19,1,1.39,38,53.5,0,3,,,71,70,22,30.89,22,30.89,31.4,31,43.6,17,23.89,0,0,20,28.1,2,2.79,1,1.39,49,69,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,1.87
2013-14,Educational Service District 123,3,Benton,3053,Finley School District,7,70,70,15,21.39,15,21.39,21.4,22,31.39,33,47.1,0,0,8,11.4,7,10,0,0,55,78.5,0,0,,,70,70,13,18.5,13,18.5,18.6,43,61.39,14,20,1,1.39,9,12.8,3,4.2,0,0,57,81.4,0,0,,,70,69,29,41.39,29,41.39,42,17,24.19,23,32.79,4,5.7,24,34.2,1,1.39,1,1.39,41,58.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.57
2013-14,Educational Service District 123,3,Benton,3053,Finley School District,8,92,92,48,52.1,48,52.1,52.2,20,21.69,24,26,0,0,24,26,24,26,0,0,44,47.79,0,1,,,92,92,28,30.39,28,30.39,30.4,48,52.1,16,17.3,1,1,21,22.8,6,6.5,0,0,64,69.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,39,42.29,39,42.29,42.4,23,25,30,32.6,1,1,35,38,3,3.2,0,0,53,57.6,0,1,,NA,2.56,1.81
2013-14,Educational Service District 123,3,Benton,3053,Finley School District,10,73,71,53,70.6,51,69.79,71.8,9,12.3,11,15,1,1.3,21,28.69,29,39.7,2,2.7,22,30.1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,68,57,75,53,73.59,77.9,4,5.5,11,15.19,3,4.09,39,54.1,11,15.19,4,5.5,19,26.3,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,
2013-14,Puget Sound Educational Service District 121,27,Pierce,27402,Franklin Pierce School District,3,200,200,113,56.39,113,56.39,56.5,33,16.5,54,27,2,1,53,26.5,58,28.89,0,0,87,43.5,0,2,6,,201,201,96,47.7,96,47.7,47.8,53,26.3,52,25.8,0,0,72,35.79,24,11.9,0,0,105,52.2,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.33
2013-14,Puget Sound Educational Service District 121,27,Pierce,27402,Franklin Pierce School District,4,196,196,98,50,98,50,50,23,11.69,75,38.2,2,1,74,37.7,22,11.19,0,0,98,50,0,2,10,,196,196,89,45.39,89,45.39,45.4,67,34.1,40,20.39,0,0,62,31.6,27,13.69,0,0,107,54.5,0,2,10,,196,192,97,49.39,97,49.39,50.5,28,14.19,67,34.1,0,0,64,32.6,33,16.8,4,2,99,50.5,0,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.24
2013-14,Puget Sound Educational Service District 121,27,Pierce,27402,Franklin Pierce School District,5,207,207,138,66.59,138,66.59,66.7,20,9.59,49,23.6,1,0.4,62,29.89,75,36.2,0,0,69,33.29,0,2,6,,205,205,110,53.6,110,53.6,53.7,44,21.39,51,24.8,0,0,69,33.6,41,20,0,0,95,46.29,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,530,530,286,53.89,286,53.89,54,93,17.5,151,28.39,2,0.3,187,35.2,97,18.3,0,0,244,46,1,6,6,NA,2.91,2.52
2013-14,Puget Sound Educational Service District 121,27,Pierce,27402,Franklin Pierce School District,6,212,212,145,68.29,145,68.29,68.4,24,11.3,43,20.19,4,1.8,76,35.79,65,30.6,0,0,67,31.6,0,3,14,,213,212,119,55.79,119,55.79,56.1,55,25.8,38,17.8,0,0,72,33.79,47,22,1,0.4,94,44.1,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.51
2013-14,Puget Sound Educational Service District 121,27,Pierce,27402,Franklin Pierce School District,7,242,242,144,59.5,144,59.5,59.5,35,14.4,63,26,2,0.8,68,28,74,30.5,0,0,98,40.39,0,4,8,,242,241,112,46.2,112,46.2,46.5,77,31.8,52,21.39,0,0,72,29.69,40,16.5,1,0.4,130,53.7,0,4,8,,242,235,144,59.5,144,59.5,61.3,49,20.19,42,17.3,2,0.8,96,39.6,46,19,7,2.79,98,40.39,0,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.3
